"person1" "person2" "person3" "person4" "person5" "person6" "person7" "person8" "person9" "person10"
"ENSG00000100353" 5.599269 5.706066 7.354313 6.083995 5.594096 6.406993 5.488091 7.14361 6.917899 7.659391
"ENSG00000100360" 4.246678 2.572585 3.124809 4.064039 2.506907 3.470631 4.238168 4.14784 4.368996 3.562857
"ENSG00000100365" 5.681199 1.820478 2.691934 6.123781 5.973453 2.479632 3.58005 3.769358 5.187245 1.989879
"ENSG00000100368" 8.781066 10.107005 9.279557 7.815643 6.146716 7.042478 7.550297 6.720418 7.739544 5.600406
"ENSG00000128311" 0.76008065 4.84464264 4.07038751 2.81502966 0.66926329 5.39796624 0.02639408 1.27491813 4.68010761 2.65645524
"ENSG00000128309" 0.48468578 -0.07610498 2.1549008 3.30840204 5.30539756 2.88362251 0.71429989 -0.39562078 4.05121398 5.68959406
"ENSG00000100379" -1.344824 -0.993949 2.349786 -0.357293 1.561232 2.090639 3.391873 3.301612 1.596441 3.355774
"ENSG00000100385" 3.148419 7.376966 6.459991 7.244419 5.098366 2.083778 3.54807 4.585909 4.536673 5.939758
"ENSG00000133466" 3.379426 3.415536 5.30592 4.20666 4.550474 2.923627 2.713136 3.584937 3.329445 4.722779
"ENSG00000278195" -0.71476299 -1.69618821 0.77698605 0.30389109 -1.20291753 -2.03121931 -0.08985999 -0.38611567 4.43795923 3.30652102
"ENSG00000128340" 8.003106 4.895365 3.646978 7.046496 5.869437 7.457203 5.945715 4.264796 5.47107 7.916041
"ENSG00000100055" 5.709211 9.704418 9.189054 7.192868 5.715479 5.70222 6.061835 9.903372 8.118384 8.376356
"ENSG00000100060" 2.141192 4.7618802 1.9576486 0.8313651 3.8358792 4.1256823 4.9400882 4.0809134 3.6193042 6.3025834
"ENSG00000100079" 3.6211 6.1558609 3.1595475 -0.7762756 2.3828302 0.3537943 1.392601 0.8090744 5.306665 -0.7083499
"ENSG00000100083" 2.784402 5.655469 3.524635 4.867997 2.880359 2.27653 1.86826 5.070216 5.966393 1.279192
"ENSG00000100092" 4.1360322 5.838524 3.0126449 1.2730717 4.0535887 6.4663963 -0.1745452 1.6569111 1.6924231 2.8173866
"ENSG00000100097" 6.58435892 0.36094995 5.41531977 6.96014004 0.02599027 -0.11018075 5.9672344 3.05135618 7.13450974 5.82971887
"ENSG00000273899" -1.4979361 1.3148232 2.3159565 3.1939193 0.7067942 -1.2883429 -1.7858679 2.2038372 -1.9443224 0.2587349
"ENSG00000100106" 2.385641 3.102052 7.1497 6.391751 4.516774 4.574964 5.202688 5.149741 4.911835 5.775749
"ENSG00000189060" 7.593862 6.403426 4.282099 1.477606 3.535037 2.761986 4.74915 7.126427 2.909158 5.838001
"ENSG00000100116" 0.5398229 3.4842893 1.8483772 1.9338514 1.6234752 5.7422635 -1.0882299 5.1784307 4.1145091 -0.7309509
"ENSG00000100124" 3.1378264 1.8134181 1.5908968 2.2240654 0.6273504 3.1054262 3.0876697 3.1158522 0.7102299 2.4063319
"ENSG00000100129" 6.281089 5.554174 6.27999 5.499646 5.901323 6.518957 6.686214 6.331556 5.567691 5.736127
"ENSG00000100139" 3.99010321 3.96958387 -0.08013229 -1.03938832 4.68084225 0.96266744 3.22096109 -1.01618107 -0.54215589 0.30635733
"ENSG00000100151" 1.11206831 2.64239087 -1.17619241 1.28221085 0.05658939 0.78214945 3.58794551 -1.00325336 -0.62732734 3.77726313
"ENSG00000184381" 5.0176134 0.7845149 5.3247032 0.9726445 2.0694904 5.046695 2.0016524 5.6669625 1.0577166 0.3388657
"ENSG00000185022" 3.0500308 0.2605582 1.6156183 -1.5091573 3.354494 1.2649351 3.0069193 1.3813991 1.9686927 3.5788226
"ENSG00000198792" 5.035669 1.090568 1.881429 1.849335 2.858812 5.337568 4.386854 3.974197 4.679648 1.431798
"ENSG00000213923" -0.1255536 3.2267361 3.5092612 3.2655758 2.4309747 0.2618361 1.9753188 2.5519429 0.9516228 0.2096881
"ENSG00000100201" 11.07459 11.69903 10.27675 10.96577 11.19539 11.73491 10.45613 11.39601 10.91646 11.06796
"ENSG00000100211" 3.443738 2.401372 3.175651 2.573972 2.97516 2.304206 2.50248 1.424604 3.508925 3.553431
"ENSG00000100216" 5.399575 4.708357 5.949861 4.134085 4.237884 5.08378 4.469364 5.025116 5.562024 3.929551
"ENSG00000100221" 6.246303 5.684857 6.30728 4.817069 5.886522 5.336494 4.851007 4.957299 5.050308 5.393394
"ENSG00000100226" 6.287246 3.728083 5.446696 8.006754 6.810671 2.780967 6.4293 3.512258 6.404558 3.954504
"ENSG00000100242" 3.651352 7.096339 4.335496 4.387146 9.58711 6.11624 9.277574 4.777523 4.034951 5.20308
"ENSG00000100246" 3.1779589 1.0644662 0.5477081 3.0479657 1.6419739 -0.2049352 1.178862 1.1413713 2.5997535 2.345921
"ENSG00000183741" 3.09951 3.106503 2.680604 3.168948 5.365041 6.026908 4.289627 5.465572 5.963761 4.268691
"ENSG00000128383" 7.487508 3.576588 9.351516 6.640485 6.416938 3.751132 5.806212 6.840495 7.678365 7.899481
"ENSG00000179750" 0.1938413 1.8862939 0.4966038 4.1391727 0.6359171 4.7350703 3.0562428 0.8777973 1.2922138 -1.0668298
"ENSG00000244509" 4.750646 1.898658 1.692484 3.155471 4.046029 4.974884 1.746725 5.453927 5.687615 3.891339
"ENSG00000128394" -0.72623551 0.1728285 3.2032453 4.02472271 -0.07797115 -0.13413818 1.83138817 3.18673561 -0.91106433 2.68084564
"ENSG00000239713" 4.326295 6.299427 5.167687 7.249776 7.36631 5.958571 5.126378 5.600594 5.821526 6.6619
"ENSG00000100307" 6.600696 7.410243 3.503835 4.118393 5.25912 7.489689 4.458611 6.013536 3.012412 5.324516
"ENSG00000100316" 6.094215 7.468541 7.272992 6.96642 9.484957 7.351897 9.192545 7.204199 9.900591 7.663451
"ENSG00000100324" 0.52228517 3.527344 -0.09604695 2.39783277 4.45992504 0.271337 2.07885225 0.09859149 0.17946279 2.34134037
"ENSG00000128268" 3.7972837 2.1696189 1.8982727 4.4664508 4.3207621 1.4792183 0.2529262 2.117485 2.068348 -0.3940185
"ENSG00000100335" 4.015258 4.217298 5.220032 5.514982 5.269753 3.647035 4.59016 3.604172 5.213065 4.815906
"ENSG00000128272" 5.401177 5.58475 6.680129 5.969443 8.143207 5.144659 6.28847 4.861696 5.659828 6.495883
"ENSG00000187051" 1.686878 2.51793 1.525461 5.455945 1.481498 2.382432 2.542357 3.815294 1.412617 1.959141
"ENSG00000100346" 1.0318062 5.5934153 3.9654669 3.781997 3.399275 0.9261571 4.0366235 -0.4200625 -0.1523432 4.9509993
"ENSG00000100351" 6.19956 5.290825 6.735873 7.605405 7.919322 5.955367 6.732853 7.99055 5.427383 7.14882
"ENSG00000225528" 3.0794425 4.5638811 1.0031378 0.9342799 0.6537389 2.040151 3.4195179 4.4853674 1.2952142 3.6796181
"ENSG00000100354" 7.990242 9.123517 8.01968 9.371053 8.279531 8.577657 8.259498 9.260773 7.953164 8.749612
"ENSG00000239900" 3.690872 2.29313 2.745294 3.196331 2.290425 2.292986 3.636736 4.402677 3.232196 2.668004
"ENSG00000196588" 5.820925 3.947554 7.128359 4.563794 6.308257 4.693515 6.576358 4.851143 5.342545 6.482906
"ENSG00000100372" 4.467363 2.612819 4.063244 2.860804 3.893325 2.53729 3.166993 3.542858 2.900163 4.287506
"ENSG00000100380" 6.497952 5.150355 6.971636 6.554402 8.848737 7.130072 5.65131 6.670892 7.439516 5.900766
"ENSG00000196236" 4.339412 4.635329 4.035397 5.038038 4.889483 4.021231 4.52784 4.607542 4.606507 3.776146
"ENSG00000100387" 4.449712 4.818382 6.448068 6.240619 6.330669 6.383511 6.040256 5.934489 7.760127 7.64184
"ENSG00000100393" 8.709779 7.354207 7.237582 8.76394 8.710823 8.221049 7.050002 7.256502 7.847043 6.763809
"ENSG00000100395" 4.4613571 1.5074153 -0.1323001 2.3333311 2.5022688 1.8435715 3.5556213 2.7495379 1.5025982 3.2572022
"ENSG00000100401" 4.92836634 1.48432782 -0.04751024 2.79041316 1.01879794 0.34171537 -0.10994172 0.74776367 1.73861923 0.26549471
"ENSG00000100403" 3.3775426 2.5611954 5.1590415 5.4996134 3.1719082 4.3012073 0.2641822 4.625272 5.588036 4.905246
"ENSG00000167074" 0.82658761 -1.07798213 1.4942357 2.53041251 3.69516861 -0.41632443 -0.09456025 1.20582028 3.01203062 4.02448658
"ENSG00000183864" 2.367446 2.774644 4.85926 4.757323 2.720546 2.228103 4.999421 3.781435 2.872852 2.603251
"ENSG00000100410" 4.554485 3.715187 3.789024 3.213658 4.183219 4.22052 4.529079 3.642979 2.758132 2.467277
"ENSG00000100412" 5.956882 4.169127 5.219745 3.59865 4.700314 5.085013 2.354455 4.028198 2.198691 2.215939
"ENSG00000100413" 4.969555 1.405645 2.986697 4.859501 4.412235 3.704143 5.378365 2.321931 1.319381 1.235867
"ENSG00000100417" 3.621496 0.4951772 -1.0770607 2.7512475 1.9545126 2.9558129 -1.2174229 2.4787594 -0.799515 0.2879066
"ENSG00000100418" 6.524974 5.488417 4.775365 5.772848 5.454168 6.217159 6.225579 6.404508 3.556154 4.665133
"ENSG00000196419" 7.945137 5.80096 6.824357 6.549543 6.753795 6.920948 7.100947 7.411259 6.587177 7.816391
"ENSG00000100138" 4.529589 4.310067 5.353254 3.058734 3.246428 5.545281 3.865444 3.089469 3.943215 4.064603
"ENSG00000184208" -0.104795268 3.542980332 1.179995158 1.964242016 0.497268741 1.066617199 1.185516711 0.759433259 0.005469817 3.194295335
"ENSG00000167077" 3.379479 5.098182 2.304452 5.716895 5.277314 2.40751 1.553167 4.201809 4.395736 4.121099
"ENSG00000100147" -0.965841 -1.1784987 2.2814001 -0.2523353 1.0923789 2.9530608 -0.5025701 0.3044589 0.3598768 1.3136339
"ENSG00000198911" 3.61675 3.788883 4.544779 3.123619 3.844383 3.756281 6.450532 2.678097 3.77087 4.355179
"ENSG00000159958" -0.51413158 -0.02982966 2.72355204 4.63396876 2.38109506 1.28097982 3.20723352 4.0928928 3.01059586 4.58017823
"ENSG00000183066" 2.2317147 1.4468981 1.5547078 2.9851427 3.3655733 0.7462179 3.2544935 1.8851854 1.2219906 1.3086091
"ENSG00000198951" 5.451941 2.957511 3.677041 3.237619 3.770945 4.914431 4.516597 2.984392 4.158904 4.268884
"ENSG00000177096" 2.41317652 1.35361511 1.20147694 -0.61268615 1.9358785 -0.78565032 0.37762244 0.04303311 2.70694391 2.06645341
"ENSG00000183172" 3.976492 2.94551 2.691637 4.568466 2.019358 2.606378 2.938639 3.099392 3.662254 2.455559
"ENSG00000184983" 3.277477 3.108553 4.84368 3.877177 3.46053 5.367777 5.252991 5.514863 3.681006 4.552576
"ENSG00000100207" 7.765426 5.972521 7.77901 6.899325 6.598845 6.360821 7.33466 7.361391 5.981133 6.020461
"ENSG00000235568" 5.470232 2.166759 3.376609 8.188886 7.377601 7.309135 5.409492 7.319146 2.999766 2.022648
"ENSG00000189306" 3.501837 2.45183 2.223497 1.170618 6.690318 3.296392 3.507635 1.196289 1.861958 4.717474
"ENSG00000100227" 3.600673 4.595056 3.448989 5.636783 6.552467 5.087768 4.944213 6.247387 3.766321 3.582587
"ENSG00000100243" 5.6029193 -0.9012897 -2.02281 2.5193408 2.167714 0.9426811 -0.3475033 6.473472 1.710326 5.0352883
"ENSG00000242247" 6.697622 5.264576 6.461888 6.873272 6.166402 6.480297 5.688999 5.41954 5.936458 6.05532
"ENSG00000100266" 4.801448 6.756024 7.284878 5.866484 7.405136 5.884829 7.713692 6.275919 8.706499 5.3425
"ENSG00000100271" 0.7523394 1.1954875 2.4737654 -0.862203 3.0635065 -0.7142801 -0.8282383 2.0835996 -0.6635169 -0.602393
"ENSG00000100294" -1.904903 -1.772958 2.487963 1.501042 -1.100988 1.10293 1.608612 1.377083 3.092494 2.358988
"ENSG00000100300" 5.395527 1.203489 8.330535 0.574455 3.417869 1.159066 5.667473 8.808382 6.40739 3.176962
"ENSG00000100304" 1.73144105 2.73462921 4.20135892 -1.61063122 0.06926154 3.04176563 0.74242618 4.1855709 1.05928672 -1.25114762
"ENSG00000100347" 4.966361 4.986884 4.633657 3.565362 4.922437 4.702757 5.175852 4.72941 4.300277 3.69095
"ENSG00000188677" -0.07172386 4.77954977 1.4118402 1.03878152 4.6716824 0.73970248 2.54522005 1.14168786 4.64691866 2.85805759
"ENSG00000138964" 4.609408 6.484833 5.392277 5.247185 5.835598 7.111296 5.834181 5.522892 6.75348 6.362715
"ENSG00000188636" 5.081144 2.635027 3.345329 5.432874 5.625607 5.762739 4.906775 3.758831 4.626699 5.700397
"ENSG00000186654" 4.0899127 1.8112991 1.348839 5.451403 -1.2434858 2.550712 -0.7906523 4.7975995 -0.3651743 4.1579027
"ENSG00000093000" 7.878109 7.11072 7.876232 8.768268 7.566392 7.783376 8.12613 7.675296 7.954932 8.921738
"ENSG00000100364" 3.853484 6.840164 6.814582 5.173803 5.331882 6.283391 5.069602 5.185765 5.461062 5.526395
"ENSG00000100376" 6.121953 5.007609 5.926435 7.309011 7.401449 5.243737 6.358479 6.511083 7.225934 6.13631
"ENSG00000130638" 5.774958 5.951818 5.236681 4.810599 5.882125 4.826916 5.94246 5.159486 5.110888 4.810028
"ENSG00000186951" 6.342659 3.955206 4.587388 4.609816 5.001542 4.332117 6.361629 4.102755 4.927372 4.05338
"ENSG00000205643" -1.9371287 0.598062 1.6164265 -0.1874379 1.7738399 -0.9587866 2.1036758 0.6401829 -0.6859983 -1.1873691
"ENSG00000075234" 6.282821 1.023338 3.047294 5.497022 6.943505 2.811969 1.153453 4.887033 4.664388 5.800622
"ENSG00000100416" 3.337059 5.630089 5.346749 3.706539 4.930119 3.762121 4.888941 4.562139 5.040891 4.735689
"ENSG00000075275" -0.96873305 6.08255321 3.73949841 6.6150381 -0.5195072 -1.1680494 2.75845977 1.86767114 -0.03105876 3.51448942
"ENSG00000075240" 3.026678 5.405561 3.440046 4.858574 3.89295 4.755466 3.889103 6.426712 6.143941 5.836274
"ENSG00000100422" 6.68772 7.470996 6.716607 6.870161 6.295228 6.820212 6.224246 7.778289 7.717848 5.75392
"ENSG00000054611" 5.299755 6.228919 5.25555 3.922654 7.106505 4.124643 7.02387 7.246937 4.963991 5.988428
"ENSG00000100425" 3.314305 3.736428 4.492081 5.218561 6.042482 4.986056 4.380545 5.788296 4.672802 5.989064
"ENSG00000100426" 4.414348 4.445494 5.41133 6.045658 5.633835 4.318369 5.750556 5.884498 4.476734 6.031029
"ENSG00000182858" -0.4480444 0.6618816 0.6710333 3.9846471 0.9421062 2.404786 -0.944336 1.483882 0.1175588 1.7468689
"ENSG00000184164" 0.9439529 4.097185 4.0729241 1.8367259 1.0017643 2.6422475 4.3018328 2.5230451 2.4297235 2.0447314
"ENSG00000198355" 2.003928 3.042455 6.579864 6.323162 6.509129 5.03979 3.172389 4.103123 6.146877 7.118628
"ENSG00000100427" 0.0589509 4.2290807 1.3473707 1.9000014 2.4892339 3.1959511 1.9687018 -0.6744194 -0.7466634 1.1164583
"ENSG00000073150" -1.9386985 3.824574 3.5416314 0.4882457 0.2479997 1.252735 3.0565254 -0.9010876 4.6647047 4.3813072
"ENSG00000170638" 5.8488635 -1.5375938 2.4156859 -2.0050112 3.1468775 2.3994328 -0.8144056 4.6661474 -1.8840314 6.2377054
"ENSG00000073169" 3.71422203 5.51096707 0.53807438 0.93729592 3.99602554 0.04493729 -0.35872308 2.82919113 -0.01758265 3.71350371
"ENSG00000128159" 4.596037 6.890329 7.302307 3.190926 1.66254 5.210085 6.661276 6.583754 6.129556 3.728762
"ENSG00000196576" 5.9754556 0.8128011 7.0899563 -0.8667011 5.2745782 0.8533227 0.4040165 7.2885408 1.9136775 1.8785923
"ENSG00000100239" 3.357368 4.791159 5.610495 7.147915 6.881402 7.040325 3.134351 3.200951 3.611152 3.767571
"ENSG00000100241" 7.12230312 7.86753881 2.19841846 0.23694987 4.36412202 2.25686628 7.70087034 7.41789219 0.03375341 3.51953735
"ENSG00000100258" 5.2079898 4.269928 5.5840602 0.8791095 1.7840089 5.1831226 4.5148099 4.5121982 5.7117052 5.2671761
"ENSG00000025770" -0.7432738 -0.0136003 0.6855186 2.2507571 2.1354591 -0.3917743 5.3554843 5.1775048 2.127284 1.7092193
"ENSG00000025708" 7.959413 6.213336 6.156319 4.829638 5.523518 9.333678 1.452185 5.703698 4.827382 1.519994
"ENSG00000177989" -1.28811477 1.68622871 -0.09520277 3.93314467 4.37334888 3.5064199 4.51834407 -0.9895615 6.77806432 6.80099152
"ENSG00000100299" 2.35623612 5.84017137 -0.5268912 1.44069901 2.54046125 1.11075717 2.09967908 -1.61283792 -0.09798629 -1.37013832
"ENSG00000079974" 0.13429845 3.63225029 2.44826174 3.26407398 -0.08245668 1.89420869 0.05031271 0.43243689 2.83159293 3.96779837
"ENSG00000182378" -0.9956728 3.2686118 1.2193123 1.3019825 1.2415743 -1.1539754 2.117132 -0.8752587 -0.1176569 1.2951083
"ENSG00000178605" 3.257886 -1.45225 2.858288 -1.376368 4.021387 3.436417 3.183314 2.574893 2.393228 2.181891
"ENSG00000167393" 4.9111027 0.8825305 -1.4301946 1.115513 1.0638198 -1.1336869 1.9146892 3.8037731 -0.1671342 5.5085367
"ENSG00000198223" 7.784053 4.279353 6.742112 7.255577 4.804115 5.319964 4.787542 6.642238 5.592683 4.901494
"ENSG00000185291" 2.2210757 4.18765238 2.99635756 5.66749525 2.4883721 0.59396326 1.60620417 3.63878962 0.19660546 0.05404661
"ENSG00000169100" 5.639283 7.343998 6.726821 3.981591 6.075095 2.594845 1.468351 1.867627 8.061281 6.752754
"ENSG00000169093" 2.250739 4.9591914 -0.69213779 2.27902277 3.34390988 4.62959895 0.03548142 4.65930236 0.59072928 0.96653232
"ENSG00000182162" 6.101162 5.602073 5.660544 7.107257 5.496414 4.398839 5.632755 4.970553 7.345553 3.903107
"ENSG00000197976" 7.011574 7.461091 3.797083 5.769464 5.018079 6.080568 4.844796 5.962797 7.508385 4.057723
"ENSG00000169084" 4.503093 5.748824 3.17044 5.09998 5.290685 5.529531 5.150249 3.359468 4.870663 5.872691
"ENSG00000214717" 7.04763 2.865141 6.860065 5.414473 6.466847 3.400488 5.622169 6.956971 6.679093 2.751463
"ENSG00000002586" 2.670651 5.842697 3.449313 3.513781 6.741372 2.785571 4.945845 3.2519 5.781573 3.069952
"ENSG00000006756" 4.168631 4.249205 4.162389 4.386782 5.031315 3.776683 3.812286 4.985977 4.406637 4.401625
"ENSG00000183943" 5.880579 5.904589 5.984667 6.526718 6.551315 7.260648 5.785691 5.322631 6.832465 5.197252
"ENSG00000130021" 4.497961 3.204606 4.873683 3.461514 4.315725 4.406266 4.136306 3.106505 4.053256 2.726122
"ENSG00000101846" 5.379082 4.709865 3.862885 2.683441 2.548176 4.38293 3.864679 5.494978 4.434752 4.381759
"ENSG00000006757" 0.1321376 0.7468216 3.0972119 3.0197416 0.7802262 3.1883615 1.8888427 3.180946 2.2627825 2.5145202
"ENSG00000101849" 5.998252 6.949825 7.430722 7.352361 7.700589 5.945212 7.622913 5.77122 7.687715 6.100115
"ENSG00000047644" 6.580675 5.872968 7.58847 6.058208 7.712889 5.12901 5.926901 6.945051 7.46496 6.086203
"ENSG00000073464" 4.451101 6.078801 2.48883 1.548089 1.526377 6.061624 6.205173 6.818367 2.934841 1.578692
"ENSG00000004961" 4.318764 5.089731 2.653013 3.794569 3.481681 2.945454 3.387392 5.069991 3.313879 4.911168
"ENSG00000047648" 1.4810983 0.1962828 4.4356906 3.2122709 4.3134162 2.130918 1.1139506 1.9427168 4.4913652 0.1235957
"ENSG00000005302" 5.816222 7.183018 6.296633 8.001395 8.155476 7.441646 6.745037 6.457787 8.234595 5.919531
"ENSG00000101911" 3.982144 3.582758 4.200812 3.672029 3.195456 4.459286 3.500536 4.273114 4.701369 3.334892
"ENSG00000196664" 3.249898 3.550713 4.656481 6.100648 4.975894 4.295241 4.760734 3.974076 5.615668 5.447546
"ENSG00000101916" 6.379709 6.664721 8.017944 6.647167 6.514696 8.416691 7.049809 7.140988 6.21312 9.914948
"ENSG00000205542" 11.053625 10.482464 10.355439 11.242215 10.375149 10.695712 9.643068 10.71229 10.973386 10.499602
"ENSG00000176896" 5.68109 7.634514 6.034148 5.114481 7.102249 7.477523 5.25322 5.557831 4.511295 5.746385
"ENSG00000123595" 4.857217 4.025716 4.689454 4.83737 4.379955 3.831504 3.635776 4.358131 4.74139 4.80182
"ENSG00000196459" 5.833427 4.67883 5.441133 5.378828 5.787097 4.411749 5.500153 5.582907 4.534606 5.847288
"ENSG00000046651" 7.233778 5.834133 6.780394 6.022538 7.442394 6.847605 5.674637 6.409584 6.32673 6.888482
"ENSG00000046647" 2.326218 2.724421 2.093591 4.282847 3.287004 3.325343 4.381036 3.696614 4.440851 3.765278
"ENSG00000181544" 2.582484 2.642695 2.052188 4.267431 1.617755 4.109292 1.676855 2.665596 4.762926 2.824237
"ENSG00000130150" 9.008761 7.521015 7.642413 6.285902 6.749327 7.017329 5.819913 8.920569 7.036908 5.664006
"ENSG00000165195" 4.070001 4.739085 4.925833 4.332294 4.947262 5.002532 5.425607 4.482628 3.86983 4.505604
"ENSG00000102010" 1.862791 6.341158 2.776713 2.012533 3.673273 4.364935 3.562699 2.199144 6.360492 6.729453
"ENSG00000169239" 4.334444 4.308452 4.693594 6.100361 4.588529 4.554041 4.283558 5.685968 5.285661 6.111716
"ENSG00000169249" 4.915547 5.610821 4.703413 4.042133 4.833257 5.421257 3.494151 5.098734 3.895905 4.483053
"ENSG00000182287" 8.89917 5.193246 5.481829 5.451491 6.011853 8.292699 7.341935 5.063387 8.820701 8.358457
"ENSG00000047230" 1.9162386 3.2115081 1.8043527 2.8923308 -0.0692092 3.261993 4.607523 3.9580508 5.0244171 3.5543304
"ENSG00000169895" 6.145484 6.196288 5.027322 5.546952 5.160382 5.199905 6.083008 5.080266 5.53825 5.078497
"ENSG00000086712" 4.095506 5.635514 5.516152 6.043804 4.092189 5.509472 4.340578 5.173509 4.257607 5.428733
"ENSG00000102054" 5.073503 5.352482 6.204804 5.748867 4.572502 4.744232 6.225714 4.955028 6.439785 4.780273
"ENSG00000169891" 9.176077 4.948005 8.878402 7.499314 8.619374 5.055815 5.446387 7.426221 4.932515 6.958508
"ENSG00000188158" 2.7513224 3.2583616 1.7197697 4.5909799 1.71354 3.2758555 3.138146 4.5415128 1.6299205 0.8758182
"ENSG00000047634" 4.3080082 3.1750121 3.7795971 1.6113308 1.0696994 5.8979483 2.7965987 1.0217244 3.3559418 0.7619038
"ENSG00000177324" 0.9401515 3.2850481 0.8775949 4.5562498 1.915927 4.2980868 4.1787421 4.3159384 4.5780303 2.8389784
"ENSG00000008086" 3.963105 4.533209 4.083748 4.471687 4.307571 5.628454 3.548739 3.679133 4.120425 6.424361
"ENSG00000044446" 4.696685 4.537488 6.620538 4.944743 5.111141 6.515378 5.996416 5.864846 4.789826 4.748257
"ENSG00000131828" 4.231143 5.260462 4.144288 4.271799 4.238828 5.642996 4.112734 3.562025 5.503298 4.995006
"ENSG00000147010" 7.586602 7.141935 6.999266 5.942606 6.015518 5.96214 7.079481 6.375888 6.701148 6.347768
"ENSG00000173681" 6.101274 5.546197 4.975023 4.713437 4.951644 5.331884 5.90934 7.059851 5.477193 6.742568
"ENSG00000173674" 6.386228 4.96667 4.553241 7.245487 3.254249 5.054038 6.912928 5.373896 4.200519 6.356546
"ENSG00000177189" 8.640199 9.547114 7.878388 9.042687 7.822621 8.653419 8.084876 9.109506 9.436758 7.908681
"ENSG00000149970" 0.7691205 5.0793965 0.5687559 0.3104231 2.4761517 4.7943652 2.5088565 1.3394213 2.8346639 3.5002769
"ENSG00000012174" 3.659844 4.762765 4.450396 2.72094 3.847574 2.066263 2.56157 3.569546 2.210212 2.055532
"ENSG00000102172" 4.921117 3.617238 5.109184 4.316406 3.983443 4.38139 5.557107 3.647954 4.707545 5.416371
"ENSG00000102174" 1.63712311 -0.20326777 0.95142507 -0.27606686 4.89187547 -1.56557264 3.14208733 3.86162465 -0.01209915 0.62383906
"ENSG00000123131" 3.594237 4.611229 3.519765 2.249241 1.793483 2.739515 2.171811 4.413181 3.716082 1.978421
"ENSG00000123130" 5.818421 5.693715 4.95053 5.879407 7.088917 5.372656 6.814481 7.662648 5.587333 7.406542
"ENSG00000130066" 10.825609 10.73928 8.19155 7.009276 9.381443 7.504128 7.850033 9.119833 10.492688 7.768474
"ENSG00000174010" 5.730076 4.363594 4.984665 5.560934 4.268829 5.687607 5.645147 5.251336 5.284267 5.579074
"ENSG00000130741" 6.680089 8.44781 7.159363 8.261587 8.238441 6.860711 7.410882 8.295409 7.629504 8.267254
"ENSG00000005889" 7.084157 8.189739 6.820572 7.645688 7.881444 7.201608 6.678213 7.542144 6.721163 7.363887
"ENSG00000067992" 4.900099 6.316824 6.259705 5.275847 7.023987 6.821205 6.361766 5.157095 6.163767 4.823434
"ENSG00000101868" 4.316884 6.150654 4.525343 5.396207 5.815655 5.643052 5.018413 4.170202 5.518622 4.478084
"ENSG00000120280" 4.337214 3.516215 6.553493 4.06185 7.238686 6.300315 5.517761 3.369906 3.383775 5.95938
"ENSG00000198814" 4.740651 6.322073 5.859031 9.778378 5.563396 8.786703 5.836847 10.064657 9.05699 6.12261
"ENSG00000157625" 7.276233 6.481617 7.362377 6.73335 7.848906 5.677251 7.572338 6.494476 5.740836 6.888712
"ENSG00000147036" 3.6505993 2.2038445 1.1875437 4.5319056 1.0797462 2.0939412 0.9913851 2.4017282 4.2880818 1.3940436
"ENSG00000047597" 9.706247 2.736891 6.234293 10.434434 2.820344 2.974955 8.453352 10.177574 6.675563 9.510427
"ENSG00000165168" 8.182293 11.064149 10.290127 9.046416 9.251911 7.571373 10.282462 7.423867 8.942756 7.490216
"ENSG00000165169" 2.799913 2.42147 4.600112 3.785571 4.069826 5.915545 4.16604 5.460157 4.298806 4.444973
"ENSG00000156313" 6.566701 6.53461 7.047146 3.957721 6.497071 5.153385 4.302281 4.132979 7.082526 5.65214
"ENSG00000165175" 5.327514 6.720652 6.450505 3.455636 5.92422 6.489171 6.825411 6.685847 4.177893 6.481693
"ENSG00000183337" 5.056822 3.386997 5.771307 4.011294 4.715837 4.356176 4.238275 5.224046 3.898754 3.695266
"ENSG00000182220" 6.215201 7.596644 7.337542 6.101229 6.645975 6.030679 5.861402 6.221246 7.443069 6.826246
"ENSG00000185753" 5.958999 6.552542 5.606616 6.771616 7.037462 6.393306 6.796652 5.758652 6.43574 5.595915
"ENSG00000180182" 5.667533 6.110241 5.539824 6.695669 5.759403 6.456729 5.760285 5.934463 6.317386 6.793777
"ENSG00000124486" 7.311465 8.061232 7.629902 9.03196 7.420633 8.920934 8.181159 7.835699 9.156824 7.346581
"ENSG00000215301" 9.336508 8.788185 9.893165 10.431511 10.25586 9.914809 8.716963 8.622881 9.460909 9.453913
"ENSG00000147044" 5.097173 4.704316 5.225312 5.134096 5.088034 5.040998 4.617507 4.691628 6.341619 5.534876
"ENSG00000171659" -0.1920163 3.5644164 4.9479839 1.1730771 3.5253728 0.2168793 0.1013959 -0.5109916 3.6219931 2.2449734
"ENSG00000171657" 3.604764 2.0565172 -1.2822746 3.4710346 3.3973486 2.844512 0.1003469 5.3748823 3.9127685 2.6523877
"ENSG00000183690" 3.0245361 1.6942507 1.2807998 5.006582 2.6322123 2.6587455 1.6091584 2.7782404 0.4914279 4.212793
"ENSG00000069509" 0.8241772 2.1877127 3.918284 1.7745893 3.175104 0.8168634 0.4165738 2.3068315 2.7380012 2.4846503
"ENSG00000147050" 8.206368 8.217039 6.756867 7.934808 7.686257 7.973599 6.927387 7.261962 7.795134 8.142548
